time,user_cpu,sys_cpu,min_fault,virtual_mem,ram_mem,bytes_read,bytes_write,sockets,num_fd,Servlet_1,Servlet_2,Servlet_3,Servlet_4,Servlet_5,Servlet_6,Servlet_7,Servlet_8,Servlet_9,Servlet_10,Servlet_11,Servlet_12,Servlet_13,Servlet_14,Servlet_15,Servlet_16,Servlet_17,Servlet_18,Servlet_19,Servlet_20,Servlet_21,Servlet_22,Servlet_23,Servlet_24,Servlet_25,Servlet_26,Servlet_27,Servlet_28,Servlet_29,Servlet_30,Servlet_31,Servlet_32,Servlet_33,Servlet_34,Servlet_35,Servlet_36,Servlet_37,Servlet_38,Servlet_39,Servlet_40,Servlet_41,Servlet_42,Servlet_43,Servlet_44,Servlet_45,Servlet_46,8445_bytesSent,8445_bytesReceived,8445_requestCount,8445_maxTime,8445_processingTime,8445_errorCount,RequestProcessor_1,RequestProcessor_2,RequestProcessor_3,SQL_source_1,SQL_source_2,SQL_source_3,SQL_source_4,num_8445_requests
-1.7106,-0.35909,-0.296,0.037346,1.2124,0.47398,-0.015809,-0.10466,-0.19086,-0.19139,-0.041109,-0.10657,-0.1642,-0.1991,-0.68392,-0.6955,-0.082717,-0.088355,-0.23648,-0.24358,-0.022361,-0.172,-0.174,-0.033382,-0.036281,-0.022252,-0.022361,-0.054952,-0.032099,-0.022084,-0.021213,-0.056967,-0.058727,-0.088801,-0.11238,-0.068521,-0.0575,-0.14823,0,-0.8366,0.042935,-0.051486,-0.053134,-0.02833,-0.96234,-0.030006,-0.023555,-0.021926,-0.097365,-0.12487,-0.069985,-0.075578,-0.035342,-0.036909,-0.015809,-0.015809,0.0059819,0.038323,0.032788,0.33836,0.009946,0.0078208,1.0006,-1.4562,0.10557,0.31962,-0.31693,0.57175,-0.067573,0.18825
-1.7098,-0.38896,-0.2644,-0.088704,1.2124,0.47398,-0.015809,-0.15664,-0.25386,-0.25443,-0.041109,-0.10657,-0.1642,-0.1991,-0.66324,-0.6955,-0.082717,-0.088355,0.65721,0.26908,-0.022361,-0.172,-0.174,-0.033382,-0.036281,-0.022252,-0.022361,-0.055498,-0.10729,-0.022084,-0.021213,-0.056967,-0.058727,-0.088801,-0.11238,-0.068521,-0.0575,-0.23005,0,-0.18169,0.042935,-0.051486,-0.053134,-0.02833,-0.96234,-0.030006,-0.023555,-0.021926,-0.097365,-0.12487,-0.069985,-0.075578,-0.035342,-0.036909,-0.015809,-0.015809,0.012945,0.027133,0.030779,0.33836,0.010049,0.062448,-0.99913,-1.4562,-0.16659,0.31962,-0.31693,0.57175,-0.067573,0.18825
-1.7089,-0.18585,-0.043235,0.19558,1.2124,0.47398,-0.015809,-0.052681,-0.19086,-0.19139,-0.041109,-0.10657,-0.1642,-0.1991,-0.53204,-0.6955,-0.082717,-0.088355,-0.23648,-0.24358,-0.022361,-0.172,-0.174,-0.033382,-0.036281,-0.022252,-0.022361,-0.052084,0.16841,-0.022084,-0.021213,-0.056967,-0.058727,-0.088801,-0.11238,-0.068521,-0.0575,-0.062317,0,-0.8366,0.042935,-0.051486,-0.053134,-0.02833,-0.96234,-0.030006,-0.023555,-0.021926,-0.097365,-0.12487,-0.069985,-0.075578,-0.035342,-0.036909,-0.015809,-0.015809,0.0064538,0.071224,0.048862,0.33836,0.01391,0.0078208,1.0006,-1.4562,-0.030509,0.31962,-0.31693,0.57175,-0.067573,0.18825
-1.708,-0.22767,-0.074831,0.18217,1.2124,0.47398,-0.015809,-0.013697,-0.25386,-0.25443,-0.041109,-0.10657,-0.1642,-0.1991,-0.59636,-0.6955,-0.082717,-0.088355,-0.23648,-0.24358,-0.022361,-0.172,-0.174,-0.033382,-0.036281,-0.022252,-0.022361,-0.05278,0.14335,-0.022084,-0.021213,-0.056967,-0.058727,-0.088801,-0.11238,-0.068521,-0.0575,-0.32414,0,-0.18169,0.042935,-0.051486,-0.053134,-0.02833,-0.96234,-0.030006,-0.023555,-0.021926,-0.097365,-0.12487,-0.069985,-0.075578,-0.035342,-0.036909,-0.015809,-0.015809,0.0064082,0.065099,0.048862,0.33836,0.012735,0.062448,-0.99913,-1.4562,-0.16659,0.31962,-0.31693,0.57175,-0.067573,0.18825
-1.7072,-0.20377,-0.01164,0.1929,1.2124,0.47398,-0.015809,0.025288,-0.19086,-0.19139,-0.041109,-0.10657,-0.1642,-0.1991,-0.71021,-0.6955,-0.082717,-0.088355,0.41517,0.26908,-0.022361,-0.172,-0.174,-0.033382,-0.036281,-0.022252,-0.022361,-0.051879,0.068156,-0.022084,-0.021213,-0.056967,-0.058727,-0.088801,-0.11238,-0.068521,-0.0575,-0.30778,0,-0.18169,0.042935,-0.051486,-0.053134,-0.02833,-0.96234,-0.030006,-0.023555,-0.021926,-0.097365,-0.12487,-0.069985,-0.075578,-0.035342,-0.036909,-0.015809,-0.015809,0.013276,0.053119,0.042834,0.33836,0.013066,0.0078208,1.0006,-1.4562,-0.030509,0.31962,-0.31693,0.57175,-0.067573,0.18825
-1.7063,0.035179,0.3675,0.55763,1.2124,0.47398,-0.015809,0.16823,-0.12786,-0.12836,-0.041109,-0.10657,-0.1642,-0.1991,-0.506,-0.6955,-0.082717,-0.088355,-0.23648,-0.24358,-0.022361,-0.172,-0.174,-0.033382,-0.036281,-0.022252,-0.022361,-0.048109,0.41905,-0.022084,-0.021213,-0.056967,-0.058727,-0.088801,-0.11238,-0.068521,-0.0575,-0.066408,0,-0.8366,0.042935,-0.051486,-0.053134,-0.02833,-0.96234,-0.030006,-0.023555,-0.021926,-0.097365,-0.12487,-0.069985,-0.075578,-0.035342,-0.036909,-0.015809,-0.015809,0.0068256,0.10238,0.068955,0.33836,0.018372,0.062448,-0.99913,-1.4562,-0.16659,0.31962,-0.31693,0.57175,-0.067573,0.18825
-1.7054,0.52503,0.96782,1.0913,1.2124,0.47398,-0.015809,0.5191,-0.19086,-0.19139,-0.041109,-0.10657,-0.1642,-0.1991,-1.1666,-0.6955,-0.082717,-0.088355,0.31277,0.26908,-0.022361,-0.172,-0.174,-0.033382,-0.036281,-0.022252,-0.022361,-0.036695,0.82007,-0.022084,-0.021213,-0.056967,-0.058727,-0.088801,-0.11238,-0.068521,-0.0575,0.64952,0,-0.18169,0.042935,-0.051486,-0.053134,-0.02833,-0.96234,-0.030006,-0.023555,-0.021926,-0.097365,-0.12487,-0.069985,-0.075578,-0.035342,-0.036909,-0.015809,-0.015809,0.44637,0.2321,0.48302,0.35171,0.46023,0.60656,1.0006,-1.4562,0.24166,-2.407,2.3139,0.57175,-0.067573,-0.0097492
-1.7046,1.1881,2.2632,2.2553,1.2124,0.47398,-0.015809,1.1558,-0.12786,-0.12836,-0.041109,-0.10657,-0.1642,-0.1991,0.087732,-0.6955,-0.082717,-0.088355,-0.23648,-0.24358,-0.022361,-0.172,-0.174,-0.033382,-0.036281,-0.022252,-0.022361,-0.019013,1.8727,-0.022084,-0.021213,-0.056967,-0.058727,-0.088801,-0.11238,-0.068521,-0.0575,0.69452,0,-0.8366,0.042935,-0.051486,-0.053134,-0.02833,-0.96234,-0.030006,-0.023555,-0.021926,-0.097365,-0.12487,-0.069985,-0.075578,-0.035342,-0.036909,-0.015809,-0.015809,0.010677,0.33652,0.19617,0.35171,0.055869,0.063166,-0.99913,-1.4562,-0.16659,0.31962,-0.31693,0.57175,-0.067573,-0.0097492
-1.7037,1.5466,2.8003,2.4511,1.2124,0.47398,-0.015809,1.8836,-0.19086,-0.19139,-0.041109,-0.10657,-0.1642,-0.1991,-1.2621,-1.2508,-0.082717,-0.088355,4.8603,3.345,-0.022361,-0.172,-0.174,-0.033382,-0.036281,-0.022252,-0.022361,-0.017498,2.6497,-0.022084,-0.021213,-0.056967,-0.058727,-0.088801,-0.11238,-0.068521,-0.0575,2.8055,0,0.47322,0.042935,-0.051486,-0.053134,-0.02833,-0.96234,-0.030006,-0.023555,-0.021926,-0.097365,-0.12487,-0.069985,-0.075578,-0.035342,-0.036909,-0.015809,-0.015809,0.2394,0.44674,0.25928,0.35171,0.044272,0.0078208,1.0006,-1.4562,0.10557,0.31962,-0.31693,0.57175,-0.067573,-0.0097492
-1.7028,1.5705,2.674,2.7782,1.2124,0.47398,-0.015809,1.8316,-0.19086,-0.19139,-0.041109,-0.10657,-0.1642,-0.1991,0.02698,-0.14018,-0.082717,-0.088355,1.8209,1.807,-0.022361,4.9025,3.9698,-0.033382,-0.036281,-0.022252,-0.022361,-0.0094408,2.6247,-0.022084,-0.021213,-0.056967,-0.058727,-0.088801,-0.11238,-0.068521,-0.0575,-0.017316,0,-0.18169,0.042935,-0.051486,-0.053134,-0.02833,-0.96234,-0.030006,-0.023555,-0.021926,-0.097365,-0.12487,-0.069985,-0.075578,-0.035342,-0.036909,-0.015809,-0.015809,0.040965,0.44626,0.26335,0.35171,0.064516,0.063167,-0.99913,-1.4562,-0.16659,0.31962,-0.31693,0.57175,-0.067573,-0.0097492
-1.702,1.8154,3.4638,4.0146,1.2124,0.47398,-0.015809,2.0395,0.43914,0.37593,-0.041109,-0.10657,-0.1642,-0.1991,-1.2205,-1.2508,-0.082717,-0.088355,-0.23648,-0.24358,-0.022361,-0.172,-0.174,-0.033382,-0.036281,-0.022252,-0.022361,0.0023944,3.7525,-0.022084,-0.021213,-0.056967,-0.058727,-0.088801,-0.11238,-0.068521,-0.0575,0.019503,0,-0.18169,0.042935,-0.051486,-0.053134,-0.02833,-0.96234,-0.030006,-0.023555,-0.021926,-0.097365,-0.12487,-0.069985,-0.075578,-0.035342,-0.036909,-0.015809,-0.015809,0.013236,0.5946,0.32646,0.35171,0.063974,0.0078208,1.0006,-1.4562,-0.030509,0.31962,-0.31693,-1.5582,0.74799,-0.0097492
-1.7011,2.5322,3.9378,4.1836,1.2124,0.47398,-0.015809,2.2994,-0.12786,-0.12836,-0.041109,-0.10657,-0.1642,-0.1991,0.093347,-0.14018,-0.082717,-0.088355,0.35466,0.26908,-0.022361,-0.172,-0.174,-0.033382,-0.036281,-0.022252,-0.022361,0.05098,4.3039,-0.022084,-0.021213,-0.056967,-0.058727,9.9687,6.2204,-0.068521,-0.0575,0.31815,0,-0.18169,0.042935,-0.051486,-0.053134,-0.02833,-0.96234,-0.030006,-0.023555,-0.021926,-0.097365,-0.12487,-0.069985,-0.075578,-0.035342,-0.036909,-0.015809,-0.015809,0.024738,0.73404,0.40789,0.35171,0.12602,0.063166,-0.99913,-1.4562,-0.16659,0.31962,-0.31693,0.57175,-0.067573,-0.0097492
-1.7002,3.5299,5.3912,5.5192,1.2124,0.47398,-0.015809,2.7672,-0.25386,-0.25443,-0.041109,-0.10657,-0.1642,-0.1991,-1.1214,-1.2508,-0.082717,-0.088355,-0.23648,-0.24358,-0.022361,-0.172,-0.174,-0.033382,-0.036281,-0.022252,-0.022361,0.093227,5.3065,-0.022084,-0.021213,-0.056967,-0.058727,-0.088801,-0.11238,-0.068521,-0.0575,-0.099136,0,2.4379,0.042935,-0.051486,-0.053134,-0.02833,-0.96234,-0.030006,-0.023555,-0.021926,-0.097365,-0.12487,-0.069985,-0.075578,-0.035342,-0.036909,-0.015809,-0.015809,0.016501,0.85505,0.46285,0.35171,0.15676,0.0078208,1.0006,-1.4562,0.51383,0.31962,-0.31693,0.57175,-0.067573,-0.0097492
-1.6994,5.6565,6.3074,5.3851,1.2124,0.47398,-0.015809,2.7412,-0.25386,-0.25443,-0.041109,-0.10657,-0.1642,-0.1991,0.44867,-0.14018,-0.082717,-0.088355,-0.23648,-0.24358,-0.022361,-0.172,-0.174,-0.033382,-0.036281,-0.022252,-0.022361,0.10243,4.9806,-0.022084,-0.021213,-0.056967,-0.058727,-0.088801,-0.11238,-0.068521,-0.0575,0.40815,0,-0.18169,0.042935,-0.051486,-0.053134,-0.02833,-0.96234,-0.030006,-0.023555,-0.021926,-0.097365,-0.12487,-0.069985,-0.075578,-0.035342,-0.036909,-0.015809,-0.015809,0.017535,0.81171,0.44656,0.35171,0.17841,0.063166,-0.99913,-1.4562,-0.16659,0.31962,-0.31693,0.57175,-0.067573,-0.0097492
