Codeblock,minflt,majflt,utime,stime,num_threads,vsize,rss,processor,stack_size,rchar,wchar,read_bytes,write_bytes,canceled_write_bytes,num_file_desc,nicRcvBytes,nicRcvPckts,nicSentBytes,nicSentPckts,IPInTruncatedPkts,IPInOctets,IPOutOctets
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,17377,0,18,14,1,180367360,1344,3,140517471207325,4573527501,1536454176,11177984,1301803008,115888128,5,21245038725,81055043,26391455667,20829071,0,17737284783,25268287301
running another simple hack to avoid running tsts on debug builds_host,17377,0,18,14,1,180367360,1344,3,140517471207325,4573527501,1536454416,11177984,1301811200,115888128,5,21245039475,81055050,26391458757,20829076,0,17737285795,25268293345
checking the existence of lock file_host,17389,0,18,14,1,180367360,1344,3,140517471207325,4573527501,1536454482,11177984,1301815296,115888128,5,21245040859,81055058,26391461943,20829081,0,17737287341,25268296509
checking the space in worker temp directory_host,17458,0,18,14,1,180367360,1344,2,140517471207325,4573537546,1536454702,11177984,1301819392,115888128,5,21245042750,81055070,26391465197,20829086,0,17737288480,25268299797
running the test cases on the worker_host,17687,0,18,14,1,180367360,1344,0,140517471230992,4573539502,1536454979,11177984,1301831680,115888128,6,21245043366,81055075,26391468523,20829091,0,17737291322,25268308437
figuring out the result of the test_host,18986,0,19,15,1,180367360,1344,0,140517471207325,6106797660,1671272721,11177984,1437601792,116183040,5,21250128233,81110407,26532992288,20926301,0,17741364611,25403736162
calculating the time it took to run the test_host,19115,0,19,15,1,180367360,1344,0,140517471207325,6106802261,1671272920,11177984,1437609984,116187136,5,21250129773,81110419,26532995852,20926307,0,17741365751,25403739566
writing the results to the results table in database_network,20115,0,19,16,1,180367360,1344,0,140517471207325,6106839261,1671273655,11177984,1437630464,116191232,5,21250132527,81110437,26533004850,20926324,0,17741368167,25403748154
commiting to the results table in the database_network,20190,0,19,16,1,180367360,1344,2,140517471207325,6106839261,1671273741,11177984,1437634560,116191232,6,21250135354,81110454,26533008638,20926330,0,17741371738,25403753002
writing the results to the metrics table in database_network,20326,0,19,16,1,180367360,1344,3,140517471207325,6106945025,1671325867,11177984,1437696000,116191232,6,21250137241,81110467,26533016630,20926342,0,17741428757,25403816178
removing the temporary directory on worker_host,20337,0,19,16,1,180367360,1344,3,140517471207325,6106945025,1671325953,11177984,1437700096,116191232,10,21250139261,81110477,26533020726,20926348,0,17741431129,25403824142
exiting from the database after writing to the results table_network,20564,0,19,17,1,180367360,1344,3,140517471207325,6106948937,1671326329,11177984,1437716480,116191232,5,21250141257,81110490,26533033554,20926364,0,17741433152,25403837157
writing the results to the summary table in database_network,20604,0,20,17,1,180367360,1344,3,140517471207325,6106948937,1671326486,11177984,1437720576,116191232,6,21250142199,81110500,26533038026,20926370,0,17741437256,25403845307
commiting to the SUMMARY table in the database_network,20604,0,20,17,1,180367360,1344,3,140517471207325,6106948937,1671326486,11177984,1437720576,116191232,6,21250143299,81110508,26533043214,20926380,0,17741438497,25403845359
exiting from the database after writing to the SUMMARY table_network,20604,0,20,17,1,180367360,1344,3,140517471207325,6106948937,1671326566,11177984,1437724672,116191232,6,21250146004,81110528,26533047922,20926386,0,17741439603,25403850093
sending a notification of the results if appropriate_network,20604,0,20,17,1,180367360,1344,3,140517471207325,6106948937,1671326660,11177984,1437728768,116191232,5,21250146760,81110535,26533052726,20926392,0,17741440400,25403854950
checking if there is a more critical commit we could work on_network,20904,0,20,17,1,180367360,1344,2,140517471207325,6107428462,1671327266,11177984,1437753344,116191232,6,21250150980,81110562,26533061350,20926414,0,17741447080,25403866752
disconnecting from the database_network,20906,0,20,17,1,180367360,1344,2,140517471207325,6107428462,1671327331,11177984,1437757440,116191232,5,21250151718,81110569,26533062306,20926418,0,17741448107,25403867917
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,20906,0,20,17,1,180367360,1344,2,140517471207325,6107428462,1671327475,11177984,1437761536,116191232,5,21250153038,81110576,26533063330,20926422,0,17741448921,25403869013
running another simple hack to avoid running tsts on debug builds_host,21070,0,20,17,1,180367360,1344,0,140517471207325,6107430419,1671327694,11177984,1437773824,116191232,6,21250154335,81110584,26533064498,20926426,0,17741451026,25403872605
checking if there is a more critical commit we could work on_network,21190,0,20,17,1,180367360,1344,2,140517471207325,6107442376,1671327845,11177984,1437782016,116191232,6,21250161320,81110626,26533069602,20926440,0,17741459605,25403878073
disconnecting from the database_network,21191,0,20,17,1,180367360,1344,2,140517471207325,6107442376,1671327910,11177984,1437786112,116191232,5,21250163756,81110642,26533071082,20926444,0,17741460446,25403879758
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,21191,0,20,17,1,180367360,1344,2,140517471207325,6107442376,1671327910,11177984,1437786112,116191232,5,21250164238,81110645,26533072626,20926448,0,17741461022,25403879810
running another simple hack to avoid running tsts on debug builds_host,21191,0,20,17,1,180367360,1344,2,140517471207325,6107442376,1671328054,11177984,1437790208,116191232,5,21250166681,81110657,26533074314,20926452,0,17741462535,25403881426
checking if there is a more critical commit we could work on_network,21477,0,20,17,1,180367360,1344,0,140517471215048,6107456290,1671328428,11177984,1437810688,116191232,6,21250175063,81110711,26533081112,20926467,0,17741472394,25403892685
disconnecting from the database_network,21478,0,20,17,1,180367360,1344,3,140517471207325,6107456290,1671328493,11177984,1437814784,116191232,5,21250177089,81110722,26533083182,20926472,0,17741474349,25403894946
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,21478,0,20,17,1,180367360,1344,3,140517471207325,6107456290,1671328637,11177984,1437818880,116191232,5,21250177705,81110727,26533085320,20926477,0,17741475405,25403897138
running another simple hack to avoid running tsts on debug builds_host,21645,0,20,18,1,180367360,1344,0,140517471207325,6107458247,1671328862,11177984,1437831168,116191232,6,21250179171,81110737,26533087602,20926482,0,17741478281,25403903630
checking if there is a more critical commit we could work on_network,21753,0,20,18,1,180367360,1344,0,140517471207325,6107470204,1671328919,11177984,1437835264,116191232,6,21250187608,81110790,26533097374,20926506,0,17741484465,25403908723
disconnecting from the database_network,21764,0,20,18,1,180367360,1344,3,140517471207325,6107470204,1671329013,11177984,1437839360,116191232,6,21250188902,81110802,26533099968,20926511,0,17741485803,25403911837
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,21765,0,20,18,1,180367360,1344,3,140517471207325,6107470204,1671329078,11177984,1437843456,116191232,5,21250190091,81110813,26533102630,20926516,0,17741487157,25403914622
running another simple hack to avoid running tsts on debug builds_host,21765,0,20,18,1,180367360,1344,3,140517471207325,6107470204,1671329222,11177984,1437847552,116191232,5,21250191257,81110822,26533105436,20926521,0,17741488022,25403917338
checking if there is a more critical commit we could work on_network,22040,0,21,18,1,180367360,1344,0,140517471207325,6107484118,1671329504,11177984,1437863936,116191232,6,21250196692,81110863,26533115848,20926539,0,17741494697,25403929621
disconnecting from the database_network,22051,0,21,18,1,180367360,1344,3,140517471207325,6107484118,1671329598,11177984,1437868032,116191232,6,21250198772,81110877,26533118966,20926544,0,17741496741,25403933260
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,22052,0,21,18,1,180367360,1344,3,140517471207325,6107484118,1671329663,11177984,1437872128,116191232,5,21250200430,81110884,26533122152,20926549,0,17741497937,25403936569
running another simple hack to avoid running tsts on debug builds_host,22060,0,21,18,1,180367360,1344,0,140517471230992,6107484118,1671329903,11177984,1437880320,116191232,6,21250201477,81110891,26533125482,20926554,0,17741499730,25403944525
checking if there is a more critical commit we could work on_network,22337,0,21,18,1,180367360,1344,3,140517471207325,6107498032,1671330185,11177984,1437896704,116191232,6,21250208943,81110947,26533137526,20926574,0,17741508258,25403957641
disconnecting from the database_network,22338,0,21,18,1,180367360,1344,3,140517471207325,6107498032,1671330250,11177984,1437900800,116191232,5,21250211145,81110959,26533141242,20926580,0,17741509973,25403961474
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,22338,0,21,18,1,180367360,1344,3,140517471207325,6107498032,1671330394,11177984,1437904896,116191232,5,21250213286,81110968,26533145022,20926586,0,17741511532,25403965238
running another simple hack to avoid running tsts on debug builds_host,22501,0,21,18,1,180367360,1344,0,140517471207325,6107499989,1671330617,11177984,1437917184,116191232,6,21250215856,81110986,26533158474,20926606,0,17741513160,25403974462
checking if there is a more critical commit we could work on_network,22622,0,22,19,1,180367360,1344,3,140517471207325,6107511946,1671330768,11177984,1437925376,116191232,6,21250223528,81111027,26533162618,20926612,0,17741523327,25403985291
disconnecting from the database_network,22623,0,22,19,1,180367360,1344,3,140517471207325,6107511946,1671330833,11177984,1437929472,116191232,5,21250224994,81111037,26533166854,20926618,0,17741524072,25403989648
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,22623,0,22,19,1,180367360,1344,3,140517471207325,6107511946,1671330977,11177984,1437933568,116191232,5,21250227557,81111054,26533175536,20926629,0,17741525895,25403993936
running another simple hack to avoid running tsts on debug builds_host,22623,0,22,19,1,180367360,1344,3,140517471207325,6107511946,1671330977,11177984,1437933568,116191232,5,21250228021,81111059,26533175606,20926630,0,17741525895,25403993988
checking if there is a more critical commit we could work on_network,22897,0,22,19,1,180367360,1344,0,140517471207325,6107525860,1671331271,11177984,1437949952,116191232,6,21250236653,81111117,26533191988,20926655,0,17741535449,25404012420
disconnecting from the database_network,22909,0,22,19,1,180367360,1344,3,140517471207325,6107525860,1671331430,11177984,1437962240,116191232,5,21250238121,81111128,26533196756,20926661,0,17741537302,25404021985
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,22909,0,22,19,1,180367360,1344,3,140517471207325,6107525860,1671331574,11177984,1437966336,116191232,5,21250239081,81111136,26533202258,20926670,0,17741537782,25404022653
running another simple hack to avoid running tsts on debug builds_host,22909,0,22,19,1,180367360,1344,3,140517471207325,6107525860,1671331670,11177984,1437970432,116191232,5,21250240657,81111144,26533202328,20926671,0,17741539458,25404023417
checking the existence of lock file_host,22921,0,22,19,1,180367360,1344,3,140517471207325,6107525860,1671331736,11177984,1437974528,116191232,5,21250242297,81111155,26533203164,20926675,0,17741540670,25404024249
checking the space in worker temp directory_host,22988,0,22,19,1,180367360,1344,2,140517471207325,6107535431,1671331956,11177984,1437978624,116191232,5,21250243257,81111163,26533204974,20926682,0,17741541432,25404025205
running the test cases on the worker_host,23216,0,22,19,1,180367360,1344,0,140517471230992,6107537387,1671332239,11177984,1437990912,116191232,6,21250244003,81111168,26533205044,20926683,0,17741542904,25404028865
figuring out the result of the test_host,24607,0,23,20,1,180367360,1344,2,140517471207325,7167782906,1827863644,15716352,1595109376,151560192,5,21256043684,81159573,26643435498,21005599,0,17746430843,25509527289
calculating the time it took to run the test_host,25613,0,23,21,1,180367360,1344,0,140517471207325,7167921771,1827966253,15716352,1595232256,151564288,5,21256045802,81159586,26643438780,21005604,0,17746434143,25509536065
writing the results to the results table in database_network,25689,0,23,21,1,180367360,1344,0,140517471207325,7167921771,1827966339,15716352,1595236352,151564288,6,21256049086,81159605,26643447896,21005620,0,17746436419,25509540653
